Inventario,Autore,Ambito culturale,Datazione,Titolo,Materiali,Immagine
0590/C,,dinastia Qing (1644-1911),XIX,,porcellana,http://93.62.170.226/foto/M0006599.jpg
0591/C,,Cina,XIX,Budda,porcellana,http://93.62.170.226/foto/M0006600.jpg
0591/C,,dinastia Qing (1644-1911),XIX,Budda,porcellana,http://93.62.170.226/foto/M0006600.jpg
0592/C,,Cina,XIX,Budda,porcellana,http://93.62.170.226/foto/M0006601.jpg
0592/C,,dinastia Qing (1644-1911),XIX,Budda,porcellana,http://93.62.170.226/foto/M0006601.jpg
0593/C,,Cina,XIX,,porcellana,http://93.62.170.226/foto/M0006602.jpg
0593/C,,dinastia Qing (1644-1911),XIX,,porcellana,http://93.62.170.226/foto/M0006602.jpg
0594/C,,manifattura Kuznetsov - Mosca,post 1891 - post 1891,,porcellana,http://93.62.170.226/foto/M0006603.jpg
0595/C,,arte napoletana,XVIII,,maiolica,http://93.62.170.226/foto/M0006604.jpg
0596/C,,arte giapponese,XIX,,NULL,http://93.62.170.226/foto/M0006605A.jpg
0596/C,,Era Meiji (1867-1912),XIX,,NULL,http://93.62.170.226/foto/M0006605A.jpg
0597/C,,Cina,ca. 1730 - ca. 1745,,porcellana,http://93.62.170.226/foto/M0006606.jpg
0597/C,,dinastia Qing (1644-1911),ca. 1730 - ca. 1745,,porcellana,http://93.62.170.226/foto/M0006606.jpg
2102/C,,manifattura boema,1820 - 1890,serpenti / animali con abiti / frutti,porcellana,http://93.62.170.226/foto/M0006611.jpg
2107/C,,manifattura Richard - Ginori,1820 - 1890,,porcellana,http://93.62.170.226/foto/M0006616.jpg
2108/C,,manifattura Ginori - Doccia,1820 - 1890,paesaggio con figure,porcellana,http://93.62.170.226/foto/M0006617.jpg
2110/C,,manifattura Gille - Parigi,1820 - 1890,,porcellana,http://93.62.170.226/foto/M0006619.jpg
2111/C,,fabbrica di Wedgwood - Inghilterra,1820 - 1890,paesaggi,porcellana,http://93.62.170.226/foto/M0006620.jpg
2112/C,,manifattura Richard - Ginori,1820 - 1890,fiori e insetti,porcellana,http://93.62.170.226/foto/M0006621.jpg
2118/C,,Doccia - manifattura Ginori,XVIII,teste di cinesi,porcellana,http://93.62.170.226/foto/M0006627.jpg
2123/C,,Doccia - manifattura Ginori,XVIII,un Conte Ginori,porcellana,http://93.62.170.226/foto/M0006632.jpg
2124/C,,Doccia - manifattura Ginori,XVIII,,porcellana,http://93.62.170.226/foto/M0006633.jpg
2132/C,,Doccia - manifattura Ginori,XVIII,,porcellana,http://93.62.170.226/foto/M0006641.jpg
2136/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006645.jpg
2139/C,,fabbrica di Vinovo,XVIII,,NULL,http://93.62.170.226/foto/M0006648.jpg
2140/C,,fabbrica di Vinovo,XVIII,uccelli e rametti,NULL,http://93.62.170.226/foto/M0006649.jpg
2142/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006651.jpg
2143/C,,Periodo Gioanetti (1780-1815),ca. 1780 - ca. 1785,stemma Sabaudo,porcellana,http://93.62.170.226/foto/M0006652.jpg
2144/C,,fabbrica di Vinovo,ca. 1805 - ca. 1805,,porcellana,http://93.62.170.226/foto/M0006653.jpg
2144/C,,Periodo Gioanetti (1780-1815),ca. 1805 - ca. 1805,,porcellana,http://93.62.170.226/foto/M0006653.jpg
2158/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006667.jpg
2162/C,,fabbrica di Vinovo,XVIII,,NULL,http://93.62.170.226/foto/M0006671.jpg
2167/C,,fabbrica di Vinovo,XVIII,,NULL,http://93.62.170.226/foto/M0006676.jpg
2168/C,,fabbrica di Vinovo,XVIII,,NULL,http://93.62.170.226/foto/M0006677.jpg
2173/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006682.jpg
2175/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006684.jpg
2175/C,,Periodo Hannong (1776-1779),XVIII,,porcellana,http://93.62.170.226/foto/M0006684.jpg
2176/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006686.jpg
2178/C,,fabbrica di Vinovo,ca. 1805 - ca. 1805,,porcellana dipinta,http://93.62.170.226/foto/M0006687.jpg
2178/C,,Periodo Gioanetti (1780-1815),ca. 1805 - ca. 1805,,porcellana dipinta,http://93.62.170.226/foto/M0006687.jpg
2184/C,,fabbrica di Vinovo,XVIII,paesaggio campestre,porcellana,http://93.62.170.226/foto/M0006693.jpg
2185/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006694.jpg
2185/C,,Periodo Gioanetti (1780-1815),XVIII,,porcellana,http://93.62.170.226/foto/M0006694.jpg
2187/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006696.jpg
2189/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006698.jpg
2191/C,,fabbrica di Vinovo,XVIII,fanciulla,porcellana,http://93.62.170.226/foto/M0006700.jpg
2192/C,,fabbrica di Vinovo,XVIII,,porcellana,http://93.62.170.226/foto/M0006701.jpg
2193/C,,fabbrica di Vinovo,1790 - 1795,medaglioni con uccelli,NULL,http://93.62.170.226/foto/M0006702.jpg
2193/C,,Periodo Gioanetti (1780-1815),1790 - 1795,medaglioni con uccelli,NULL,http://93.62.170.226/foto/M0006702.jpg
2194/C,,fabbrica di Vinovo,1790 - 1795,medaglione a stelle,porcellana dipinta,http://93.62.170.226/foto/M0006703.jpg
2194/C,,Periodo Gioanetti (1780-1815),1790 - 1795,medaglione a stelle,porcellana dipinta,http://93.62.170.226/foto/M0006703.jpg
2195/C,,fabbrica di Vinovo,XIX,medaglione / aquila con croce / vasi,NULL,http://93.62.170.226/foto/M0006704.jpg
2195/C,,Periodo Gioanetti (1780-1815),XIX,medaglione / aquila con croce / vasi,NULL,http://93.62.170.226/foto/M0006704.jpg
2196/C,,fabbrica di Vinovo,1790 - 1795,medaglioni,porcellana,http://93.62.170.226/foto/M0006705.jpg
2196/C,,Periodo Gioanetti (1780-1815),1790 - 1795,medaglioni,porcellana,http://93.62.170.226/foto/M0006705.jpg
2197/C,,fabbrica di Vinovo,1790 - 1795,medaglioni,porcellana,http://93.62.170.226/foto/M0006706.jpg
2197/C,,Periodo Gioanetti (1780-1815),1790 - 1795,medaglioni,porcellana,http://93.62.170.226/foto/M0006706.jpg
2203/C,,fabbrica di Vinovo,XVIII,foglie,NULL,http://93.62.170.226/foto/M0006712.jpg
2205/C,,fabbrica di Vinovo,1790 - 1795,anfore / girali / faretre,porcellana,http://93.62.170.226/foto/M0006714.jpg
2205/C,,Periodo Gioanetti (1780-1815),1790 - 1795,anfore / girali / faretre,porcellana,http://93.62.170.226/foto/M0006714.jpg
2206/C,,fabbrica di Vinovo,1790 - 1795,anfore / girali,porcellana,http://93.62.170.226/foto/M0006715.jpg
2206/C,,Periodo Gioanetti (1780-1815),1790 - 1795,anfore / girali,porcellana,http://93.62.170.226/foto/M0006715.jpg
2208/C,,fabbrica di Vinovo,XVIII,girali / fioroni,porcellana,http://93.62.170.226/foto/M0006717.jpg
2216/C,,fabbrica di Vinovo,1790 - 1795,paesaggio / stelle,porcellana,http://93.62.170.226/foto/M0006725.jpg
2216/C,,Periodo Gioanetti (1780-1815),1790 - 1795,paesaggio / stelle,porcellana,http://93.62.170.226/foto/M0006725.jpg
2221/C,,fabbrica di Vinovo,XIX,,porcellana,http://93.62.170.226/foto/M0006730.jpg
2223/C,,fabbrica di Vinovo,XVIII,scene e paesaggi / cifre G.G.,porcellana,http://93.62.170.226/foto/M0006732.jpg
2244/C,,fabbrica di Vinovo,XVIII,mazzetti di fiori,porcellana,http://93.62.170.226/foto/M0006753.jpg
2245/C,,fabbrica di Vinovo,XVIII,piccoli fiori,porcellana,http://93.62.170.226/foto/M0006754.jpg
2248/C,,manifattura di Le Nove,1773 - 1785,figurine cinesi,porcellana,http://93.62.170.226/foto/M0006757.jpg
2249/C,,manifattura di Le Nove,1773 - 1785,contadini e animali,porcellana,http://93.62.170.226/foto/M0006758.jpg
2249/C,,Periodo Antonibou-Porolin,1773 - 1785,contadini e animali,porcellana,http://93.62.170.226/foto/M0006758.jpg
2253/C,,manifattura di Le Nove,XIX,personaggi mitologici / puttini / fiori,porcellana,http://93.62.170.226/foto/M0006762.jpg
2253/C,,fabbrica Baroni - Le Nove,XIX,personaggi mitologici / puttini / fiori,porcellana,http://93.62.170.226/foto/M0006762.jpg
2255/C,,manifattura Vezzi - Venezia,XVIII,fiori,porcellana,http://93.62.170.226/foto/M0006764.jpg
2256/C,,manifattura Vezzi - Venezia (?),XVIII,medaglioni con paesaggi,porcellana,http://93.62.170.226/foto/M0006765.jpg
2259/C,,manifattura Vezzi - Venezia,1723 - 1727,,porcellana,http://93.62.170.226/foto/M0006768A.jpg
2260/C,,manifattura Vezzi - Venezia,1723 - 1725,ornamentazioni,porcellana,http://93.62.170.226/foto/M0006769.jpg
2261/C,,manifattura Vezzi - Venezia,ca. 1725 - ca. 1725,stemma del Cardinale Ottoboni Pietro,porcellana,http://93.62.170.226/foto/M0006770.jpg
2262/C,,manifattura Vezzi - Venezia,1723 - 1727,medaglioncini / gruppi mitologici,porcellana,http://93.62.170.226/foto/M0006771A.jpg
2263/C,,manifattura Vezzi - Venezia,1726 - 1726,stemma,porcellana,http://93.62.170.226/foto/M0006772.jpg
2265/C,,manifattura Vezzi - Venezia,XVIII,stemma di Papa Benedetto XIII,porcellana - argento dorato,http://93.62.170.226/foto/M0006774A.jpg
2266/C,,manifattura Vezzi - Venezia,XVIII,danzatrici e fiori,porcellana,http://93.62.170.226/foto/M0006775.jpg
2267/C,,manifattura Vezzi - Venezia,1723 - 1727,ghirlande di fiori,porcellana,http://93.62.170.226/foto/M0006776.jpg
2268/C,,manifattura Vezzi - Venezia,NULL,mazzi di fiori,porcellana,http://93.62.170.226/foto/M0006777.jpg
2270/C,,manifattura Vezzi - Venezia,1723 - 1725,uccelli - pampini e foglie di vite,porcellana,http://93.62.170.226/foto/M0006779.jpg
2271/C,,manifattura Vezzi - Venezia,1723 - 1725,alberi e uomini,porcellana,http://93.62.170.226/foto/M0006780.jpg
2274/C,,manifattura Cozzi - Venezia,1767 - 1770,scene della Gerusalemme liberata,porcellana,http://93.62.170.226/foto/M0006783A.jpg
2282/C,,manifattura Vezzi - Venezia,XIX,stemma Giovannelli,terraglia,http://93.62.170.226/foto/M0006791.jpg
2290/C,,fabbrica di Milano,XVIII,fiori,maiolica,http://93.62.170.226/foto/M0006799.jpg
2291/C,,manifattura Felice Clerici - Milano,XVIII,Budda,maiolica,http://93.62.170.226/foto/M0006800.jpg
2292/C,,manifattura Felice Clerici - Milano,XVIII,Budda,maiolica,http://93.62.170.226/foto/M0006801.jpg
2294/C,,manifattura Felice Clerici - Milano,XVIII,figura cinese,maiolica,http://93.62.170.226/foto/M0006803.jpg
2295/C,,fabbrica di Vinovo,XVIII,Tritone,porcellana,http://93.62.170.226/foto/M0006804.jpg
2298/C,Rossetti Giorgio Giacinto,fabbrica Ferretti - Lodi,XVIII,stemma / figurina / alberi / animali / case,maiolica,http://93.62.170.226/foto/M0006807A.jpg
2299/C,Morsenchio Luigi,manifattura Antonio Giovanni Maria Coppellotti. Lodi,XVIII,ghirlande / fiori / vedute di paesaggi,maiolica,http://93.62.170.226/foto/M0006808.jpg
2300/C,,manifattura Antonio Giovanni Maria Coppellotti. Lodi,1745 - 1745,decorazione floreale,maiolica,http://93.62.170.226/foto/M0006809.jpg
2301/C,,fabbrica Antonio Maria Coppellotti - Lodi,XVIII,ornamentazione floreale / putti / stemmi,maiolica,http://93.62.170.226/foto/M0006810.jpg
2306/C,,fabbrica di Venezia,XVIII,la Giustizia e la Temperanza,maiolica,http://93.62.170.226/foto/M0006815.jpg
2307/C,,fabbrica di Venezia,XVIII,figure mitologiche,maiolica,http://93.62.170.226/foto/M0006816.jpg
2310/C,,manifattura Antonio Maria Guanciroli - Pavia,XVIII,fiori e frutta,maiolica,http://93.62.170.226/foto/M0006819.jpg
2326/C,,manifattura di Pavia,XVIII,stemma - divinità marine e fiori,terracotta invetriata,http://93.62.170.226/foto/M0006835.jpg
2332/C,,arte italiana,XV,figure / animali / uccelli fantastici,terraglia,http://93.62.170.226/foto/M0006841.jpg
2335/C,,manifattura Rossetti - Torino,ca. 1730 - ca. 1740,stemma dei conti di Piossasco,maiolica,http://93.62.170.226/foto/M0006844.jpg
2336/C,,manifattura Rossetti - Torino,XVIII,stemma mauriziano,maiolica,http://93.62.170.226/foto/M0006845.jpg
2337/C,,fabbrica di Torino,XVIII,Bacco,maiolica,http://93.62.170.226/foto/M0006846.jpg
2338/C,,manifattura Rossetti - Torino,ca. 1730 - ca. 1735,stemma della famiglia Roero,maiolica,http://93.62.170.226/foto/M0006847.jpg
2339/C,,manifattura Rossetti - Torino,XVIII,figura orientale,maiolica,http://93.62.170.226/foto/M0006848.jpg
2340/C,,manifattura Rossetti - Torino,XVIII,ornati,maiolica,http://93.62.170.226/foto/M0006849.jpg
2341/C,,manifattura Rossetti - Torino,XVIII,ornati / cerbero con Plutone,maiolica,http://93.62.170.226/foto/M0006850.jpg
2342/C,,manifattura Rossetti - Torino,XVIII,medaglioni / paesaggi / figure,maiolica,http://93.62.170.226/foto/M0006851.jpg
2343/C,,manifattura Rossetti - Torino,XVIII,vignetta con paesaggio,maiolica,http://93.62.170.226/foto/M0006852.jpg
2344/C,,fabbrica di Torino,XVIII,,maiolica,http://93.62.170.226/foto/M0006853.jpg
2345/C,,manifattura Moustiers - Clérissy,1723 - 1730,ornati e stemma marchinale,maiolica,http://93.62.170.226/foto/M0006854.jpg
2346/C,,manifattura Rossetti - Torino,XVIII,scudo di Savoia e trofeo di armi,maiolica,http://93.62.170.226/foto/M0006855.jpg
2346/C,,manifattura Moustiers - Clérissy,XVIII,scudo di Savoia e trofeo di armi,maiolica,http://93.62.170.226/foto/M0006855.jpg
2347/C,,manifattura Rossetti - Torino,XVIII,suonatrice di lira,maiolica,http://93.62.170.226/foto/M0006856.jpg
2348/C,,manifattura di Savona,XVIII,fiori,maiolica,http://93.62.170.226/foto/M0006857.jpg
2350/C,,manifattura di Savona,XVIII,cane / rovine architettoniche,maiolica,http://93.62.170.226/foto/M0006859.jpg
2361/C,,fabbrica Ferro - Savona,XVIII,figurine e stemma dei Del Carretto,maiolica,http://93.62.170.226/foto/M0006870.jpg
2363/C,Ratti Giovanni Agostino,fabbrica Ferro - Savona,XVIII,casa con figurine - cavaliere e alberi,maiolica,http://93.62.170.226/foto/M0006872.jpg
2364/C,,fabbrica Ferro - Savona,XVIII,paese - figurine e albero,maiolica,http://93.62.170.226/foto/M0006873.jpg
2366/C,,manifattura Ferniani - Faenza,XVIII,architetture / figurine / alberi / fiori,maiolica,http://93.62.170.226/foto/M0006875.jpg
2370/C,,fabbrica Ferro - Savona,XVIII,stemma con uccello,terraglia smaltata,http://93.62.170.226/foto/M0006879.jpg
2371/C,Boselli Giacomo,manifattura di Savona,1779 - 1779,arpie,maiolica,http://93.62.170.226/foto/M0006880.jpg
2373/C,Boselli Giacomo,manifattura di Savona,XVIII,monumento equestre / architetture / rovine / fiori / foglie,maiolica,http://93.62.170.226/foto/M0006882.jpg
2374/C,,manifattura di Savona,XVIII,pere / foglie,maiolica,http://93.62.170.226/foto/M0006883.jpg
2375/C,,manifattura di Savona,XVIII,fiori,maiolica,http://93.62.170.226/foto/M0006884.jpg
2376/C,,manifattura di Savona,XVIII,figure / piante,maiolica,http://93.62.170.226/foto/M0006885.jpg
2377/C,,manifattura di Savona,NULL,stemma fra due guerrieri / mascherone,maiolica,http://93.62.170.226/foto/M0006886.jpg
2382/C,Boselli Giacomo,manifattura di Savona,XVIII,stile cinese - figure e piante,terraglia,http://93.62.170.226/foto/M0006891.jpg
2384/C,Boselli Giacomo,manifattura di Savona,XVIII,figure cinesi e piante,terraglia,http://93.62.170.226/foto/M0006893.jpg
2385/C,Boselly Jacques,manifattura di Savona,NULL,uomo e donna in costumi romani,maiolica,http://93.62.170.226/foto/M0006894.jpg
2392/C,Boselli Giacomo,manifattura di Savona,XVIII,,porcellana,http://93.62.170.226/foto/M0006901.jpg
2393/C,,manifattura di Savona,ca. 1780 - ca. 1780,Pallade - vecchio e tre bambini,terraglia,http://93.62.170.226/foto/M0006902.jpg
2395/C,,manifattura di Savona,XVIII,tre donne e puttino,terraglia,http://93.62.170.226/foto/M0006904.jpg
0001/SILA,Poggioli,stamperia litografica di Felice Festa,1829 - 1829,Principe Tommaso di Savoia Carignano,carta,http://93.62.170.226/foto/M0006910.jpg
0183/SILA,Barone Giuseppe,litografia Doyen e C. - Torino,XIX,Gallerie del Palazzo della città di Torino per ballo,litografia,http://93.62.170.226/foto/M0007093.jpg
0207/SILA,,fabbrica di Vergnano - Torino,NULL,carte tarocchi,xilografia,http://93.62.170.226/foto/M0007117.jpg
0213/SILA,,fabbrica di Giacomo Rotta - Varallo,NULL,carte tarocchi,NULL,http://93.62.170.226/foto/M0007123.jpg
0250/SILA,,fabbrica Battetta - Casale,NULL,carte tarocchi,xilografia,http://93.62.170.226/foto/M0007160.jpg
0276/SILA,,arte francese,ca. 1760 - ca. 1760,scena di battaglia,acquaforte - bulino - carta,http://93.62.170.226/foto/M0007215.jpg
0278/SILA,,Daumont - Parigi,XVIII,I divertimenti della giovinezza,acquaforte - carta,http://93.62.170.226/foto/M0007217.jpg
0279/SILA,,Daumont - Parigi,XVIII,I passatempi della vecchiaia,acquaforte - carta,http://93.62.170.226/foto/M0007218.jpg
2703/C,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,personaggi su paesaggio,porcellana,http://93.62.170.226/foto/M0007503.jpg
2705/C,fabbrica di Vienna,manifattura Du Paquier - Vienna,1730 - 1735,paesi,porcellana,http://93.62.170.226/foto/M0007505.jpg
2706/C,,manifattura Du Paquier - Vienna (1718-1744),post 1735 - post 1735,,porcellana,http://93.62.170.226/foto/M0007506.jpg
2707/C,,fabbrica di Vienna,XVIII,nature morte,porcellana,http://93.62.170.226/foto/M0007507.jpg
2708/C,,fabbrica di Vienna,XVIII,scene di animali in caccia,porcellana,http://93.62.170.226/foto/M0007508.jpg
2709/C,,fabbrica di Vienna,XVIII,personaggi in costume orientale,ceramica,http://93.62.170.226/foto/M0007509.jpg
2710/C,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,cani e selvaggina / uccelli,porcellana,http://93.62.170.226/foto/M0007510.jpg
2711/C-I,,manifattura Du Paquier - Vienna (1718-1744),ca. 1725 - ca. 1730,,porcellana,http://93.62.170.226/foto/M0007511.jpg
2711/C-VIII,fabbrica di Vienna,manifattura Du Paquier - Vienna,ca. 1725 - ca. 1730,stemma del Cardinale Gonzaga,porcellana,http://93.62.170.226/foto/M0007518.jpg
2712/C-I,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007519.jpg
2712/C-II,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007520.jpg
2712/C-III,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007521.jpg
2712/C-IV,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007522.jpg
2712/C-V,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007523.jpg
2712/C-VI,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007524.jpg
2712/C-VII,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007525.jpg
2712/C-VIII,fabbrica di Vienna,manifattura Du Paquier - Vienna,XVIII,,porcellana,http://93.62.170.226/foto/M0007526.jpg
2715/C,,Faenza,XVI,San Francesco in ginocchio,maiolica,http://93.62.170.226/foto/M0007529.jpg
2720/C,,fabbrica Deruta,XVI,San Girolamo,terraglia,http://93.62.170.226/foto/M0007534.jpg
2721/C,,fabbrica di Faenza,XVI,Maria Vergine con Bambino,maiolica,http://93.62.170.226/foto/M0007535.jpg
2722/C,,casteldurante,XVI,busto femminile con scritta,maiolica,http://93.62.170.226/foto/M0007536.jpg
2723/C,Manara Baldassarre,fabbrica di Faenza,XVI,Cristo inginocchiato,maiolica,http://93.62.170.226/foto/M0007537.jpg
2725/C,Bergantini Pietro,fabbrica di Faenza,1531 - 1531,,maiolica,http://93.62.170.226/foto/M0007539.jpg
2727/C,,fabbrica di Faenza,XVI,stemma con castello e aquila,maiolica,http://93.62.170.226/foto/M0007541.jpg
2728/C,Maestro Giorgio,fabbrica di Gubbio,XVI,Santa Chiara,maiolica,http://93.62.170.226/foto/M0007542.jpg
2729/C,,fabbrica di Gubbio,XVI,lettera B,maiolica,http://93.62.170.226/foto/M0007543.jpg
2733/C,,fabbrica Deruta,XVI,busto femminile,maiolica,http://93.62.170.226/foto/M0007547.jpg
2739/C-I,,fabbrica Orazio Pompei - Castelli,XVI,due leoni rampanti,maiolica,http://93.62.170.226/foto/M0007553.jpg
2739/C-II,,fabbrica di Castelli - Abruzzo,XVI,due angeli assisi con la scritta,maiolica,http://93.62.170.226/foto/M0007554.jpg
2739/C-II,,fabbrica Orazio Pompei - Castelli,XVI,due angeli assisi con la scritta,maiolica,http://93.62.170.226/foto/M0007554.jpg
2740/C,,fabbrica di Urbino,XVI,ludus puerorum,maiolica,http://93.62.170.226/foto/M0007555.jpg
2740/C,,casteldurante,XVI,ludus puerorum,maiolica,http://93.62.170.226/foto/M0007555.jpg
2744/C,,fabbrica Deruta,ca. 1530 - ca. 1530,busto femminile con scritta,maiolica,http://93.62.170.226/foto/M0007559.jpg
2746/C,,manifattura veneta,XVI,l'Alchimia,maiolica,http://93.62.170.226/foto/M0007561.jpg
2747/C,Avelli Francesco Xanto,fabbrica di Urbino,XVI,la Dea Eco con Narciso e un Amore,maiolica,http://93.62.170.226/foto/M0007562.jpg
