Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
"","Albero delle monete con supporto a forma d’orso","II – inizio III secolo d.C.","albero in bronzo parzialmente dorato, tronco fuso in un unico pezzo - ramificazioni fuse in matrici piane. Supporto in terracotta grigia con pigmenti e pietre turchesi - realizzato a stampo.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2048_Cb32.jpg"
"","Coppa ovale con anse a semicerchio tagliato","V – III secolo a.C.","legno laccato in rosso e nero","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2049_Cl01.jpg"
"","Coppa ovale con anse a semicerchio tagliato","V–III secolo a.C.","legno laccato in rosso e nero","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2050_Cl02.jpg"
"","Grande coppa ovale","VI – V secolo a.C.","legno laccato in rosso - nero e giallo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2051_Cl03.jpg"
"","Grande coppa ovale","VI – V secolo a.C.","legno laccato in rosso - nero e giallo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2052_Cl04.jpg"
"","Cofanetto di un servizio per bevande","seconda metà IV secolo a.C.","legno laccato in nero e rosso","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2053_Cl05.jpg"
"","Supporto a forma di coppa con piede","seconda metà IV secolo a.C.","legno laccato in nero e rosso - con tracce di giallo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2054_Cl06.jpg"
"","Portatamburo configurato","V-IV secolo a.C.","legno dipinto","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2055_Cl07.jpg"
"","Tamburo","V-IV secolo a.C.","legno e pelle dipinta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2056_Cl08a.jpg"
"","Mazze di tamburo","V-IV secolo a.C.","legno","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2057_Cl08b.jpg"
"","Zhenmushou - mostro protettore della tomba","IV secolo a.C.","legno dipinto - corna di cervo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2058_Cl09.jpg"
"","Vaso laccato con bordo e 'pushou' in bronzo","IV-II secolo a.C.","legno laccato e bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2059_Cl10.jpg"
"","Vaso laccato con bordo e 'pushou' in bronzo","IV-II secolo a.C.","legno laccato e bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2060_Cl11.jpg"
"","Cavallo in legno laccato","stile II-I secolo a.C.","legno laccato di nero - ritocchi di pigmento rosso","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2061_Cl12.jpg"
"","Cavallo in legno laccato","stile II-I secolo a.C.","legno laccato di nero - dettagli in pigmento rosso","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2062_Cl13.jpg"
"","Animale unicorno guardiano della tomba","I-II secolo d.C.","legno della famiglia Pinaceae, pigmenti bianco - rosso e nero","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2063_Cl14.jpg"
"","Modello di torre di vedetta con otto arcieri","seconda metà II secolo d.C.","terracotta rosata - invetriatura verde chiaro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2064_Cc70.jpg"
"","Recinto con macina e pestello","I-II secolo d.C.","terracotta beige - invetriatura verde oliva","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2065_Cc71.jpg"
"","Modellino di bacino d'invaso","I-II secolo d.C.","terracotta rossa - invetriatura verde scuro iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2066_Cc72.jpg"
"","Modellino di porcile con un maiale","II secolo d.C.","terracotta rossa - invetriatura verde iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2067_Cc73.jpg"
"","Modellino di forno con pentole","II - inizio III secolo d.C.","terracotta beige","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2068_Cc74.jpg"
"","Modellino di pozzo con teste di drago","I-II secolo d.C.","terracotta beige-rosata - invetriatura giallo-verde iridescente","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2069_Cc75.jpg"
"","Modellino di un porcile","fine III - inizio IV secolo d.C.","grès porcellanoso grigio-beige con coperta grigio-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2078_Cc79.jpg"
"","Urna per l'anima (hunping)","fine III secolo d.C.","grès porcellanoso con coperta grigio-verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2079_Cv13.jpg"
"","Bodhisattva nimbato - stante su un fiore di loto","VII secolo d.C.","bronzo dorato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2080_Cs01.jpg"
"","Gruppo buddhista su sfondo a foglia lanceolata","ultimo quarto VI secolo d.C.","bronzo a patina granulosa grigia con tracce residue di doratura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2081_Cs02.jpg"
"","Buddha su sfondo a foglia lanceolata e due Bodhisattva","fine VI secolo d.C.","bronzo a patina bruno-ambrata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2082_Cs03.jpg"
"","Testa d'ascia a manicotto","XI secolo a.C.","bronzo a patina verde e rosso rame","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2087_Cb36.jpg"
"","Testa d'ascia a manicotto con foro romboidale","XI-IX secolo a.C.","bronzo a patina nera e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2088_Cb37.jpg"
"","Lama di ascia-pugnale 'ge'","XV-XIV secolo a.C.","bronzo a patina tra il verde chiaro e il verde scuro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2089_Cb38.jpg"
"","Lama di ascia-pugnale 'ge' asimmetrica","XII-XI secolo a.C.","bronzo a patina rossa - gialla e verde smeraldo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2090_Cb39.jpg"
"","Lama di ascia-pugnale 'ge' incurvata","X-IX secolo a.C.","bronzo con ossidazioni verde e ruggine","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2091_Cb40.jpg"
"","Lama di ascia-pugnale 'ge' triangolare","XII-XI secolo a.C.","bronzo con ossidazioni verde e ruggine","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2092_Cb41.jpg"
"","Lama di ascia-pugnale 'ge' con 'taotie'","IX-V secolo a.C.","bronzo a patina verde acqua","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2093_Cb42.jpg"
"","Punta di lancia 'mao' con decorazione incisa","IV-III secolo a.C.","bronzo a patina nera e ambrata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2098_Cb46.jpg"
"","Spada corta e doppio fodero","IX-VII secolo a.C.","bronzo a patina giallo-oro (spada) e bruna (fodero)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2099_Cb47.jpg"
"","Coltello con punta arrotondata ed estremità a forma di cinghiale","IX-VII secolo a.C.","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2100_Cb48a.jpg"
"","Coltello con punta arrotondata ed estremità a forma di cinghiale","IX-VII secolo a.C.","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2101_Cb48b.jpg"
"","Coltello bisellato con estremità a forma di parallelepipedo","X-IX secolo a.C.","bronzo a patina nero-argentata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2102_Cb49.jpg"
"","Coltello dritto con estremità a forma di testa equina","IX-VIII secolo a.C.","bronzo a patina verde scura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2103_Cb50.jpg"
"","Coltello ricurvo con estremità ad anello","IV-III secolo a.C.","bronzo dorato e argentato - la lama brunita con venature ribassate color argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2104_Cb51.jpg"
"","Pugnale con manico dritto e piatto","VIII-VII secolo a.C.","bronzo di color verde-marrone con chiazze violacee","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2105_Cb52.jpg"
"","Pugnale con antenne a teste di uccelli","VI-V secolo a.C.","bronzo ambrato a patina verde-nera","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2106_Cb53.jpg"
"","Pugnale con manico troncoconico decorato","VI-V secolo a.C.","bronzo a patina argenetea e verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2107_Cb54.jpg"
"","Spada e fodero","fine VI - IV secolo a.C.","bronzo a patina marrone scuro e lama giallo-oro, fodero in scorza di legno laccato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2108_Cb55.jpg"
"","Spada con impugnatura a cordicelle intrecciate e fodero","IV secolo a.C.","bronzo a patina nera - cordicelle di seta colorata, fodero in placche di legno originariamente laccato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2109_Cb56.jpg"
"","Spada con elsa decorata","V-IV secolo a.C.","bronzo a patina nera e lama giallo-oro, incastonatura di turchesi e pietre semipreziose color marrone-giallo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2110_Cb57.jpg"
"","Lama di spada","IV-III secolo a.C.","bronzo a patina nera con sfumature gialle e decorazione maculata color argento ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2111_Cb58.jpg"
"","Elmo","X-VIII secolo a.C.","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2112_Cb59.jpg"
"","Sonaglio di carro","X-VIII secolo a.C.","bronzo a patina ambrata e argentata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2113_Cb60a.jpg"
"","Sonaglio di carro","X-VIII secolo a.C.","bronzo a patina ambrata e argentata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2114_Cb60b.jpg"
"","Stanghetta di morso incurvata","X-VIII secolo a.C.","bronzo a patina nera","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2119_Cb61a.jpg"
"","Stanghetta di morso incurvata","X-VIII secolo a.C.","bronzo a patina bruna","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2120_Cb61b.jpg"
"","Piastra di un frontale","XI-X secolo a.C.","piastra di bronzo a patina rossa (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2113_Cb62.jpg"
"","Pezzo di finimento","IV-III secolo a.C. (?)","bronzo dorato e argentato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2122_Cb63a.jpg"
"","Pezzo di finimento","IV-III secolo a.C. (?)","bronzo dorato e argentato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2123_Cb63b.jpg"
"","Testa d'ascia con innesto a sezione rotonda","III-I secolo a.C.","bronzo a patina turchese","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2122_Cb64.jpg"
"","Testa d'ascia con anello di fissaggio laterale","III-I secolo a.C.","bronzo a patina verde scuro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2125_Cb65.jpg"
"","Testa d'ascia con innesto triangolare arrotondato","III-I secolo a.C.","bronzo a patina verde-nera sulla faccia dritta - ambra-gialla sulla faccia curva","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2126_Cb66.jpg"
"","Lama di ascia-pugnale 'ge' con punta smussata","ca. II secolo a.C.","bronzo a patina verde chiaro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2127_Cb67.jpg"
"","Spada corta","seconda metà II - prima metà I secolo a.C.","bronzo a patina verde e nera","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2128_Cb68.jpg"
"","Coltello di tipo 'xiao' con anello ovale configurato","II - I secolo a.C.","bronzo a patina bruna ambrata con sfumature oro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2129_Cb69.jpg"
"","Impugnatura di una spada bimetallica","II secolo a.C.","bronzo pieno - a patina blu con sfumature turchesi","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2130_Cb70.jpg"
"","Meccanismo di balestra","fine I secolo d.C.","bronzo pieno a patina verde pallido","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2131_Cb71.jpg"
"","Oggetto a forma di spatola","XIII-XI secolo a.C.","bronzo a patina ambrata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2091_Cb72.jpg"
"","Guaina di alabarda","II-I secolo a.C.","bronzo a patina bruna - completamente dorato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2133_Cb73.jpg"
"","Fiore di loto","II secolo a.C.","Arenaria scolpita a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2137_Inp03.jpg"
"","Pilastro di vedikā ","II secolo a.C.","Arenaria scolpita a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2139_Inp02.jpg"
"","Fiore di loto","II secolo d.C.","Arenaria (o calcare?) scolpita a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2140_Inp10.jpg"
"","Parinirvāṇa del Buddha","II secolo a.C.","Arenaria scolpita a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2141_Inp04.jpg"
"","Yakṣa","I secolo a.C.-I secolo d.C.","Arenaria rossa maculata scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2142_Inp05.jpg"
"","Makara","II secolo d.C.","Arenaria rossa maculata scolpita a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2143_Inp06.jpg"
"","Tīrthaṅkara Pārśvanātha","II secolo d.C.","Arenaria rossa di Sikri scolpita a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2144_Inp07.jpg"
"","Testa di Buddha","I-II secolo d.C.","Arenaria rossa maculata scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2145_Inp08.jpg"
"","Lo śakāra e il viṭa","II secolo d.C.","Arenaria rossa di Sikri scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2146_Inp09.jpg"
"","Buddha stante","V-VI secolo d.C.","Arenaria rossa maculata scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2147_2147_Inp11.jpg"
"","Gaṇeśa","VII-VIII secolo d.C.","Arenaria rossa scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2148_01052.jpg"
"","Testa di Viṣṇu","VII-VIII secolo d.C.","Arenaria scolpita con tracce di pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2149_01034.jpg"
"","Placca con scena di adorazione dell'albero","II-I secolo a.C.","Terracotta lavorata a stampo e poi rifinita a mano","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2150_01086.jpg"
"","Vaso globulare","II-I secolo a.C.","Terracotta lavorata a stampo (?) e poi rifinita a mano","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2151_01092.jpg"
"","Vaso a campana","II-I secolo a.C.","Terracotta lavorata a stampo (?) e poi rifinita a mano","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2151_01090.jpg"
"","Placca con scena figurata (nascita del Buddha?)","II-I secolo a.C.","Terracotta lavorata a rilievo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2151_01088.jpg"
"","Testa di divinità (?)","VI secolo d.C.","Terracotta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2154_01049.jpg"
"","Umā-Maheśvara","VI secolo d.C.","Scisto verde-blu scolpito !!! (scheda venditore) - Arenaria beige scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2150_01070.jpg"
"","Saptamātṛkā","X secolo d.C.","Arenaria beige scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2156_Inp15.jpg"
"","Gaṇeśa danzante","X secolo d.C.","Arenaria beige scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2157_01023.jpg"
"","Testa di Viṣṇu ","X secolo d.C.","Arenaria viola scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2158_01051.jpg"
"","Tārā","X-XI secolo d.C.","Arenaria beige scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2159_01040.jpg"
"","Saptamātṛkā","XI secolo d.C.","Arenaria beige scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2160_01095.jpg"
"","Umā-Maheśvara","XI secolo d.C.","Arenaria beige scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2161_01035.jpg"
"","Śiva","X-XI secolo d.C.","Arenaria rosso-viola scolpita ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2162_01042.jpg"
"","Sūrya","IX-X secolo d.C.","Pietra verde-blu scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2163_01066.jpg"
"","Śālabhañjikā","XI secolo d.C.","Marmo scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2164_01024.jpg"
"","Śālabhañjikā","XI secolo d.C.","Marmo scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2165_01026.jpg"
"","Śālabhañjikā","XI secolo d.C.","Marmo scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2166_01028.jpg"
"","Stūpa votivo","X secolo d.C.","Basalto scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2167_01016.jpg"
"","Umā-Maheśvara","X-XI secolo d.C.","Basalto scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2168_01019.jpg"
"","Viṣṇu ","XII secolo d.C.","Basalto scolpito (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2169_01068.jpg"
"","Subrahmaṇya-Skanda","XVI secolo d.C.","Clorite nera scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2174_6DEV2266.jpg"
"","Vaikuṇṭha Viṣṇu","VII secolo d.C.","Clorite grigia scolpita","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2174_01038.jpg"
